,mid,uid,repost_count,like_count,comment_count,verification,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,positive_prob,surprise,comments_count,average_commenter_follow,average_commenter_follower,average_moral_word,average_immoral_word,commenter_gender_ratio,average_positive_possibility,positive_negative_ratio,average_text_lenth,average_moral_score,average_moral_emo,average_nonmoral_emo,moral_emo,nonmoral_emo,keyword_code
1308,4969120112576124,1248372722,0,2,7,0,"Shanghai Adoption helps find and adopt three cute kittens and cats on the roadside. The address is in Zhoupu, and they can be adopted immediately (I am afraid that cat abusers will know, so I will tell you the specific address in private chat). They were still a little wary, sorry that the photos taken from far away were not very clear. The big cat adopted in Shanghai is Sanhua. She is petted by a close relative. She looks very good-looking. I guess she is the mother of the other two little ones. She still looks like a little kitten. I work very hard every time I feed her, and she is quite thin. It’s so cold in the winter, so I hope some kindhearted people will take the fairy home. The two smaller kittens are a cow and an orange. They look to be two or three months old by visual inspection. They were very wary and I didn&#39;t get close, so I didn&#39;t know the male and female. The two waited until people were far away before approaching to eat. The cow was more lively, and the orange was more afraid of people. Hide d",105,0.3143730963827528,4,2,101,100.0,0,2,529.5,3798.0,0,0,0.0,86.1279,3.0,4.5,0.0,0.0,0.0,2,7,5
1311,4969104224026886,1968065367,0,2,2,0,"At the Cultural Expo in the morning, I would like to complain about the two humanoid stand-up cards of Shanghai Film Group. They are really powerless. Girls are promiscuous. In the words of my friend, girls are vampires. Where can we represent the 1930s and 1940s in Shanghai? It’s been a while since I’ve been to Xingji. Let’s have a drink after shopping. The cat is missing, it must be an abused cat... It&#39;s so sad, it happened last month. 2Shanghai Shunyuan Enterprise Development Building",54,-0.1901277131776791,0,1,57,41.6404,0,1,122.0,152.0,0,0,0.0,56.3608,2.0,7.0,0.0,0.0,1.0,1,3,5
1317,4969049413125385,1736324103,0,0,2,0,This week’s Mermaid 3 is a large-scale cat abuse scene,11,-4.351342336981046,0,1,10,3.6213,0,1,9.0,10000.0,1,0,0.0,97.1338,2.0,9.0,5.62,0.0,1.0,0,1,5
1323,4969016046913475,7456787457,0,0,2,0,"Okay, okay, I&#39;ve become a cat abuser. Dudu pooped and peed in the bedroom so early in the morning. Now I&#39;m really going to beat him to death.",19,-2.802033091856817,0,2,18,0.716,0,1,327.0,24.0,0,0,1.0,47.3767,0.5,4.0,0.0,0.0,0.0,0,0,5
1326,4968879673311599,5325272491,0,4,2,0,Those of you who bully Huang Lizhi are all cat abusers and I won’t let you go!,12,-5.820135046242918,0,2,10,7.0952,0,1,876.0,467.0,0,0,0.0,39.4301,0.5,4.0,0.0,0.0,0.0,1,0,5
1328,4968866335164096,6159523349,0,4,3,0,There is also a cat abuser in our university. He caught the cat in public after class in the afternoon when there was a lot of traffic. His psychological quality is really good.,23,-2.731446729238625,0,2,22,97.0303,0,2,618.0,7410577.0,0,0,1.0,62.5,2.0,1.5,0.0,0.0,0.0,0,0,5
1339,4968825623681264,1677085731,0,1,11,0,"Oh my god, I’m so sad right now that I’m scared to tears. The cat in the garage is very well-behaved. When I park my car, it will often come over and let me pet it. Later, the eldest sister in the garage got another puppy. If I pet it, the eldest sister in the garage&#39;s puppy will get jealous and yell at it, pretending to bite it, and it will calmly jump to a higher place for me to pet it. I haven&#39;t seen it in the past few months, and since it is free-range, I didn&#39;t pay much attention to it. I just remembered it and asked about it today. I don’t know if the person who abused the cat is from our community, because there are many stray cats in our community that are close to my relatives. It’s so scary. Closedd",75,-0.2004072238967456,0,1,74,95.9807,0,4,498.0,187319537554.75,0,2,0.25,51.1099,2.0,4.5,-3.2187,0.5,0.25,1,4,5
1345,4968817094296863,5239853340,0,1,3,0,"I don’t know if people who like to torture cats are influenced by me and hope to torture their own characters, which makes the torture more poignant (but I still hope to torture less cats, cats look so beautiful when they smile🥹)",29,-0.5066049837966112,0,1,30,100.0,0,3,97.0,215488.0,0,3,0.0,85.7348,4.0,14.666666666666666,-3.3056,0.6667,1.0,0,4,5
1348,4968804318711318,5810873146,1,2,14,0,"The winner of the Spring Mid-Season Split and Summer Split, there is no cat-abuse ghost father, Ladybug, and all the black stuff. This is 23EDG. What did I do wrong to get into your team this year?",28,-0.9852216748768464,0,2,26,97.9125,0,6,293.5,225205924919.33334,0,0,0.6667,24.6812,0.3333,11.833333333333334,-0.6113,0.0,0.3333,0,1,5
1351,4968795683160734,1617035727,1,9,3,0,A gentleman who loves cats very much. I have read somewhere before that he rescued some cats and even brought the cat abusers to court to make them pay the price.,25,0.3159198447220464,2,1,23,99.966,0,1,535.0,276.0,0,0,0.0,41.0886,0.5,4.0,0.0,0.0,1.0,0,2,5
1352,4968788499890395,2350254177,0,0,1,0,"Every day I struggle between the contradiction between emotion and rationality. Every day I ask myself whether I am doing the right thing. Are cats and dogs really worthy of people spending a lot of energy to care and love? Are good people really rewarded? Can they really accumulate good deeds? Is it worth it? . Cats and dogs are companion animals. They have intelligence and emotions, and they have become friends of humans over the years. Their existence has brought us a lot of healing and happiness, but at the same time, there are many stray cats and dogs due to |some people abandon them+someone feeds them without sterilizing+disorderly breeding| Stray cats and dogs cannot choose their origin, and it is not their fault that they are homeless. It is not the obligation of any one person or organization to rescue stray animals. Everyone and every unit should sterilize stray cats and dogs in their respective places, feed them at designated locations, and strive to adopt them. Only if everyone in our generation participates in TNR will homelessness be ended in the next generation. Thousands of stray furry children have affected human life and then are dealt with in a simple and crude way. This is not the result that a civilized society should have. Of course, it is impossible for your wishes to be too good. Some students said that we are the minority group and they are the mass group. Although I really don’t want to accept this fact, but... yes. We can&#39;t control what others think, so we must control our emotions and protect ourselves from being consumed as much as possible. Do good people really get rewarded? I really hate the word good person. It&#39;s hard to be a good person, it takes a lot of effort, and you have to be careful with your tail between your legs. People who are indifferent, cold-blooded, and just watching the fun cannot be singled out, and those who abuse cats and dogs will not be punished by law. Will he really accumulate good deeds? have no idea. As long as it&#39;s under your nose, it&#39;s hard to ignore it, just to have a clear conscience. Hide d",179,-0.0205409060998978,6,3,174,100.0,0,1,127.0,166.0,1,0,0.0,48.4579,0.5,3.0,13.6083,0.0,0.0,11,19,5
1356,4968758490958854,6124883710,0,3,3,0,"A huge sandstorm blew up in the world, and the entire earth was covered under the sand. People who abused cats were eaten back by the souls of cats. The new world was like an aquarium, and everyone lived in water. It seemed that they could swim anywhere, but were blocked by glass.",34,-0.0701867660084645,0,1,33,99.9882,0,1,191.0,227.0,0,1,0.0,21.1906,0.5,6.0,-4.2552,0.0,0.0,0,0,5
1359,4968725444821597,1654706295,1,1,2,0,"Zhongshan AdoptionThe adopted kitten from Zhongshan Cats is currently about 40 days old. It is a little male cat. When we rescued it, it was surrounded by a group of five or six-year-old children. Some children threw branches at it and even lifted it up heavily. Throw it to the ground. Later, I took him away. Because he lived with his family and couldn&#39;t take him home, he put him in a pet hospital for foster care. He has been fostered for more than 20 days now. He eats, drinks, and poops normally, and his mental state is also very good. Every time I go to see him, he is alive and kicking. Yes, playing with it also heals yourself. Now I hope to find some kind-hearted people who can give it a home. If there are kind-hearted people in Zhongshan or surrounding cities who are interested in raising cats, you can take a look at me, or you can send me a private message on Weibo to watch videos of cats ~ PS Because I am afraid of meeting people who pretend to adopt cats and then abuse them, as a responsible person As a responsible rescuer, I may need to know more information about the adopter, such as your financial conditions and whether you live with your family, whether your family agrees to keep the cat, etc., and you hope that the cat will be adopted for at least six months. You can receive video feedback on a regular basis (just send one or two videos a week to inform them of the cat’s condition). I hope you won’t mind if you really love cats. Hide d",147,0.0170263482361683,5,3,145,99.9996,0,1,604.0,3139.0,0,0,0.0,81.2618,2.0,10.0,0.0,0.0,0.0,2,11,5
1362,4968687576810027,6373234399,0,3,1,0,"I found a kitten that was over a month old from an adoption company. I originally wanted to take it home. The physical examination showed no evidence of feline distemper, coronavirus, no symptoms, and no symptoms. The doctor said there was no major problem, but I have an aborigine at home who is only four years old. A one-month-old kitten. I am afraid of infecting my native people. I am looking for someone to adopt in the same city. If you are interested, please contact me. It may be suitable for those who do not have a cat at home and are interested in raising a cat. Please treat the cat well, do not abuse the cat, and treat it well. Yes, reliable parents, you can send some photos and videos occasionally to check the status. You need to pay a deposit of 300. If the cat is really well raised in about three months, it can be returned. The main reason is that I am afraid that it will be in vain and someone will not pay attention to cat abuse. Send some cat food, too much cat litter 2 Suzhou Changshu Wanda Plaza close d",95,-0.3081364637521505,1,2,90,99.9712,0,1,60.0,459.0,1,0,1.0,49.6746,0.5,2.0,42.5325,0.0,1.0,1,3,5
1370,4968510113711035,7794950642,1,3,3,0,"I always imagine that one afternoon I will meet you again in the community. I will call you Xiaomi like before and you will meow while walking towards me. Then I will not hesitate to pick you up and give you a home to take care of you for the rest of my life. I really I have fantasized about this scene many times. Until now, I don’t dare to look at the photos I took of you because my heart skips a beat every time I see it. I&#39;m afraid that you&#39;ll be hurt. I&#39;m afraid that you won&#39;t have enough to eat. I&#39;m afraid that you&#39;ll be bullied. Are you okay? Do you have a home now? You yearn for freedom and a home so much. Will your master take you out to play, just like I expected you to do before? Are you happy now? I don&#39;t expect to meet you again. I wish you were safe. But I don&#39;t know whether you are safe or not. I regret it and I am powerless. I&#39;m sorry I didn&#39;t keep my promise. I looked into your eyes and said to you. I will take you home, but if you lose me, I can never find you again. I really love you and I miss you very much.",112,0.1280916640515702,3,1,106,100.0,0,2,619.5,12073.0,0,0,0.0,76.1807,3.0,6.0,0.0,0.0,0.0,5,11,5
1375,4968493183403013,5847459961,1,7,5,0,Old 🀄️ people not only eat cats but also abuse them. What’s wrong with double5 secret prostitution? 🙄️🙄️,13,-5.494640045197943,0,2,13,48.1965,0,1,697.0,840.0,0,0,0.0,5.6173,0.5,10.0,0.0,1.0,0.0,1,0,5
1377,4968491469504981,7458419520,3,0,1,0,I&#39;m not here to watch cyber cats being tortured...,7,-6.669815397099298,0,1,6,44.4816,0,1,69.0,3.0,0,0,0.0,71.371,2.0,11.0,0.0,0.0,0.0,1,0,5
1379,4968481766506618,2403610391,1,25,10,0,"Wu Chuyi cmc is abusing the cat. Wu Chuyi is that cat. Wu Chuyi is making noises due to pain again and again. Can you hear his pleas for help again and again? People who abuse cats hope that Wu Chuyi can bark louder and longer so that he can get more pleasure and what he wants, so he never needs to show his face and you will always remember him, and what he needs to do is Just let the team and fans go online to blast Wu Chuyi",51,-0.5671854632913139,0,1,51,99.9411,0,3,151.66666666666666,97750.0,1,0,0.0,52.773,0.6667,10.0,-2.2921,0.6667,0.0,1,2,5
