,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
2058,"That dog movie is called Hot Search, right? Every piece of propaganda is bordering on soft porn, and the story of women being sexually harassed is used as a means to attract viewers. I think it’s better not to promote movies now. No, just don’t make them. Aren’t they all laundering money? To be honest.",41,-0.39737518724030385,1,3,36,2,0,0,0,0,3,0,1.0011,"[0.5420391413508737, 0.06551922473980121, 0.852818223593555, 0.24409151553366992, 0.27450980392156876, 0.4521372679839911, 0.28143899310752796]"
2059,Women’s rights should be protected and any form of sexual harassment should not be tolerated,12,-3.2986301928220816,1,2,9,1,0,0,0,0,0,0,76.773,"[0.7523152546042271, 0.5472500218784886]"
2060,This kind of sexual harassment should be severely punished!,6,2.3288300570855247,1,1,5,0,0,0,0,0,0,0,24.7424,[0.24742429384470432]
2061,"On November 20, in Yunnan, a woman who was shopping for underwear online was verbally abused by the customer service. The merchant sent her the wrong size, but asked her to take a picture of her upper body: &quot;Pull your bra down and show me.&quot; Woman: It&#39;s &quot;sexual harassment&quot;, not &quot;obscenity&quot; &quot;. Weibo video of L Legal Guide",35,-1.9930637808836966,0,2,37,0,0,0,0,0,3,0,81.8823,"[0.05726410947339888, 0.5454545454545455, 0.1269484971556588, 0.11577103678390344, 0.9380689420546012, 0.5262327818078083, 0.7761455289327388, 0.32193684157878666, 0.9769419155538231]"
2062,ah? Even Teacher Ma was sexually harassed😑,9,-6.9547265468949355,0,1,10,0,0,0,0,0,0,0,70.9668,"[0.5262327818078083, 0.7096676304562873]"
2063,"When I think about my ex-husband being sexually harassed by my son, I can’t even eat. . .",14,-4.703844014431283,0,1,13,0,0,0,0,0,0,0,10.0778,[0.11701894571560434]
2064,"It is difficult to say that the criteria for selecting a spouse are soft. I can&#39;t say it. On the one hand, I think it&#39;s difficult for boys to do it. On the other hand, I think it&#39;s pretentious to say it in this society. I hope you respect women, not only in front of girls, but also in front of your buddies, and be able to stop their wrong remarks and actions in time. I hope you respect women by supporting her unconditionally, helping her come up with feasible ideas, and understanding her difficulties when something really bad happens (such as sexual harassment in the workplace). Before she takes the initiative to open her mouth, you are already standing in front of her. This is also a kind of love value, but it is more than just it. Hide d",70,0.3178020128602948,3,2,68,9,0,0,0,0,3,0,99.9712,"[0.4433887010034816, 0.2948379606154643, 0.4069083036000216, 0.6583563154179392, 0.7534412052441095, 0.9077230792883487, 0.6483171230675485, 0.311797659237843, 0.7534412052441095, 0.03923006170354848, 0.8831442845526776, 0.9619356783955096, 0.6645557713248544, 0.6148708348236206, 0.5580336002378219, 0.9338205556960159, 0.6818181818181815, 0.4737672181921908]"
2065,"Every time I see this, I feel helpless about being sexually harassed.",9,-0.9510500808276287,0,1,8,0,0,0,0,0,0,0,75.5867,[0.7558673583339206]
2066,"I even think that tip is suspected of sexual harassment. If you don&#39;t do it well, don&#39;t eat this bowl of rice.",16,-3.34423359943951,0,2,13,0,0,0,0,0,2,0,4.7587,"[0.3920244895086371, 0.07924923708648657]"
2067,Experiencing sexual harassment in the workplace really affects one’s mood,8,-3.025349485786751,0,1,7,0,0,1,0,0,0,0,21.5504,[0.21550361053299705]
2068,"It’s scary to think about this carefully. The moment the screenwriter shouted “I am a mountain!”, this powerful text was deconstructed twice on the Internet platform. &quot;I was born to be a mountain, not a stream. I want to be on the top of the mountains and look down on the mediocre ravines. I was born to be a hero, not a mediocre person. I stand on the shoulders of great men and look down on humble cowards!&quot; This is a passionate text, it is sonorous and powerful. , inspiring and full of energy. When Zhang Guimei&#39;s students recite in unison, the scene can make people cry. However, when the screenwriter went crazy on the Internet and shouted, &quot;I am a mountain!&quot;, the original power of this paragraph was weakened. It was injected with a trace of madness, a half-wisp of comedy, and Erliang&#39;s limited talent but unwilling to admit it. big. Language cannot withstand deconstruction. The chrysanthemums of twenty years ago were still chrysanthemums, and the Xiangs of twenty years ago were Xiangs. Miss, used to be an honorific title, and comrade was supposed to mean like-minded. Before the sexual harassment story started trending, we heard Chorus was thinking about ice cream. This is deconstruction. In the evolution of different events, language is given multiple meanings, becomes more complex and muddy, and even changes its original definition. In this kind of deconstruction, the light will dim, the courage will weaken, the ambition and ideals will even disappear, and what is left in the end is one &quot;meme&quot; after another. In this world, some people and things cannot avoid being deconstructed, while some people and things really should not be deconstructed. Mediocre literary and artistic creators, stay away from famous works and celebrities, and maintain a heart of awe. This is your greatest contribution to the world, please! Hide d",164,-0.028072974566730885,3,3,161,16,1,1,0,1,10,1,100.0,"[0.9492372384758885, 0.33731393823402833, 0.7608695652173911, 0.8679442631441847, 0.877020520011489, 0.2022266093541324, 0.9542677392885816, 0.9446590618016922, 0.7136145288476334, 0.5, 0.7499999999999999, 0.9497646317362008, 0.369654738450086, 0.9070182989078439, 0.5262327818078083, 0.0829668883754423, 0.7608695652173911, 0.23245349443940577, 0.9330260611097159, 0.37053770218743354, 0.8450250567765857, 0.4237937235443686, 0.8381786820212552, 0.36528782445808505, 0.24731182795698936, 0.7859253364058303, 0.4716981132075476, 0.5779757990246863, 0.2084658070285621, 0.9969014559154602, 0.33333333333333337, 0.9104706287529978, 0.9461255965186872, 0.7762220385313872, 0.7932649765447123, 0.7096121818513604, 0.7703648053418521, 0.14364253912254188, 0.637800079775172, 0.6296420237917445, 0.4571120221129805, 0.9054151949242828, 0.22560561026655035, 0.5120841073204825, 0.24146133322274121, 0.8621209552107791, 0.8799665618015723, 0.46470997294054905, 0.8506829235684031, 0.9866111971783504, 0.4193548387096776, 0.4737672181921908]"
2069,The Internet really has no memory. Everyone has completely forgotten that writer Du Meizhu was exposed as a victim of sexual harassment. He specially used the banner of helping the victims and then seduced the women who had been sexually assaulted. Now everyone just Do you believe what he said?,35,-2.339492973457598,1,2,33,2,0,0,0,0,2,0,99.8642,"[0.9364676906578154, 0.8632825533878167, 0.8113975300255855, 0.8020330678228421, 0.5001085436587547, 0.43378120595481084]"
2070,": It should be based on the premise of mutual affection, otherwise it would just be pure sexual harassment.",14,-3.299537164249892,0,1,14,0,0,0,0,0,0,0,90.9493,"[0.733465535286719, 0.802216699001707]"
2071,It has only been a few years since the history books began. The people back then are not dead yet... The writer himself is a habitual sexual harassment offender. What is he called now?,27,-0.2758755013248213,0,2,26,0,0,0,0,0,1,0,84.2116,"[0.6925095463495438, 0.7245620991483548]"
2072,Men who are sexually harassed in the workplace are stupid and bad idiots,9,-4.71336964128231,0,2,7,0,0,0,0,0,0,0,34.3086,[0.34308609597876105]
2073,I feel like my eyes have been sexually harassed,5,-7.83829408728933,0,1,4,0,0,0,0,0,0,0,31.6084,[0.31608361946717345]
2074,"Jiangxi girl Nanchang mixed noodles go to Oita. Do you know how cute the little girl is and how delicious the mixed noodles are! Do you know? Do you know? Do you really know? Even if I go to do my hair or order a drink, the little girl will praise me crazily for five minutes and praise me to the sky! So this trip was not very unhappy! But for men, if it’s serious, it’s sexual harassment,,^_^",54,0.08757158366112144,1,2,52,3,1,0,0,0,2,0,99.5009,"[0.9226132432054527, 0.5, 0.9156996728142069, 0.6739425575029997, 0.5313099994142471]"
2075,Good news about being sexually harassed,3,-27.216552697590824,0,1,2,0,1,0,0,0,0,0,24.6908,[0.24690782115961585]
2076,"This thing makes me laugh to death. . . Businessman Smyrno with dead eyes. . . Straight-ball sexual harassment. . . . There is also the smell of fresh onions at the front. . Then he could persecute Kaliya, but he was not sanctioned by the priest later.",31,-2.334831270675334,0,2,31,0,0,0,0,0,3,0,24.7164,"[0.11540579290011477, 0.5401342353786875, 0.2669514755975966, 0.2938214797674221, 0.9851630541128963]"
2077,"Hey, I&#39;ll go to the West Village and I&#39;ll sue you for sexual harassment.",8,-2.3701479446214107,0,1,7,0,0,0,0,0,0,0,10.4197,[0.10419737097303172]
2078,"Uh-huh, when it comes to the topic of falling in love, my colleague originally wanted to express whether I have never been in love, saying that I have never been in love with a man, but everyone accused me of sexual harassment.",25,-2.166814745917522,0,2,22,1,0,0,0,0,1,0,98.8772,"[0.5262327818078083, 0.9071027486513176, 0.058237291048637174, 0.9944731417406266]"
2079,"The last time I heard the word bullying was the last time, I can only say that the way of heaven is reincarnation, who will be spared by heaven. Is it because I don’t want to fit in? Is it because I feel dark in my heart? Is it because I sexually harass my teammates?",27,-0.9399248703152935,0,2,26,0,0,0,0,0,0,0,74.4345,"[0.7675819980464045, 0.3692678874263765, 0.4737672181921917, 0.8355726973925524, 0.30769230769230804, 0.5559581732104609]"
2080,"A woman from Yunnan was shopping for underwear online, and the merchant sent her the wrong size. When she asked the merchant&#39;s customer service, she was sexually harassed by the customer service. Is it difficult to prove that the wrong size was sent? As long as the size sent by the merchant is inconsistent with the size purchased by the consumer, the merchant has sent the wrong size. A text apology cannot eliminate the harm to the woman. (Dazhong.com) Weibo video of L Mammoth NewsCollapse d",48,-0.1151816756475976,1,2,49,0,0,2,0,0,0,0,0.0,"[0.6002111092336564, 0.0003451128481004595, 0.0687153135301295, 0.5073533251066207, 0.00024028421757671392, 0.5782628432378265, 0.92850484270322]"
